time,n_oxygens_36,n_hydrogens_36,n_oxygens_35,n_hydrogens_35,n_oxygens_34,n_hydrogens_34,n_oxygens_33,n_hydrogens_33,n_oxygens_32,n_hydrogens_32,n_oxygens_31,n_hydrogens_31,n_oxygens_30,n_hydrogens_30,n_oxygens_29,n_hydrogens_29,n_oxygens_28,n_hydrogens_28,n_oxygens_27,n_hydrogens_27,n_oxygens_26,n_hydrogens_26
1840,3,7,6,11,8,17,2,4,8,13,6,17,4,6,5,14,4,7,6,13,5,15
1850,2,5,7,13,8,13,3,11,4,10,9,15,7,7,2,11,6,7,7,17,8,15
1860,3,10,9,16,6,11,4,10,10,15,5,11,6,13,7,13,7,14,2,8,8,15
1870,3,5,6,11,6,14,6,8,6,16,8,9,5,12,5,15,5,12,6,9,3,10
1880,5,10,5,15,7,9,7,12,2,8,10,13,6,14,8,8,5,19,6,7,3,13
1890,4,9,6,10,4,11,7,9,3,12,10,12,6,19,7,8,3,12,7,10,7,16
1900,6,8,3,8,8,13,4,9,6,13,5,10,8,15,3,6,4,9,7,15,5,11
1910,7,11,9,15,3,12,4,5,6,15,9,14,2,8,11,16,5,11,4,13,9,13
1920,4,6,8,15,6,14,4,10,7,11,6,13,7,9,5,16,6,11,7,14,6,11
1930,3,2,6,13,7,14,7,14,5,10,8,13,6,16,6,12,5,10,8,16,5,11
1940,3,6,7,14,7,5,6,14,5,6,6,16,9,12,2,8,11,15,2,9,6,14
1950,4,4,8,9,5,14,5,9,6,11,4,14,8,12,6,10,6,8,5,15,6,7
1960,7,10,4,10,4,12,7,11,8,12,5,14,7,10,8,14,4,11,5,10,7,11
1970,6,6,3,12,7,10,3,10,6,8,8,17,8,12,4,14,4,10,9,19,6,11
1980,4,6,5,13,6,12,5,8,7,17,4,7,6,17,7,10,4,14,7,12,7,12
1990,4,10,6,10,5,12,6,11,7,10,7,18,7,12,5,14,8,10,6,16,5,6
2000,4,7,8,10,3,9,4,8,8,13,3,13,8,9,5,14,8,12,4,13,4,11
2010,3,4,7,12,5,11,5,10,4,9,9,13,5,14,4,8,4,11,8,11,3,10
2020,2,8,4,8,7,12,6,13,7,13,3,11,7,10,7,15,4,10,8,13,6,14
2030,6,9,7,11,5,11,6,13,6,15,4,10,8,12,7,17,4,7,5,13,8,15
2040,6,13,7,13,5,12,6,8,5,12,8,18,5,10,5,12,9,10,4,12,5,12
2050,4,15,7,7,4,12,8,11,6,11,6,13,5,15,8,7,2,12,10,14,2,9
2060,4,5,7,12,3,9,5,11,9,12,4,11,4,10,7,16,5,5,9,15,4,12
2070,8,12,4,11,6,12,6,9,9,17,6,10,6,13,8,12,7,16,4,8,7,13
2080,2,9,10,16,2,6,4,8,7,13,6,16,6,12,7,14,6,11,6,11,7,9
2090,5,12,4,7,3,9,8,10,4,10,8,13,5,13,3,5,7,16,6,12,7,12
2100,5,8,8,14,1,9,6,11,8,10,8,15,5,10,5,8,8,15,5,12,7,13
2110,2,7,7,11,6,11,5,9,5,12,4,10,7,11,7,11,5,12,8,13,6,11
2120,3,5,4,11,5,9,5,8,5,12,5,8,8,19,7,10,3,12,7,13,6,11
2130,5,4,7,14,3,8,5,12,7,10,4,8,5,11,8,15,8,13,4,11,11,16
2140,3,7,6,12,5,10,7,10,6,9,5,15,6,12,7,14,5,8,8,15,6,10
2150,5,11,6,9,6,11,5,11,7,12,5,17,8,10,4,13,11,14,5,12,8,13
2160,5,8,7,14,3,4,7,15,8,12,3,14,8,10,9,14,1,10,8,6,6,16
2170,5,10,4,13,5,10,10,16,3,8,9,12,7,14,2,10,6,11,7,13,7,12
2180,4,9,7,13,5,13,5,8,6,14,5,8,6,14,6,6,8,22,5,10,5,13
2190,6,12,4,8,6,9,6,15,7,13,6,12,7,13,5,14,7,10,9,16,5,15
2200,3,11,8,8,4,13,6,7,5,12,9,17,7,8,3,11,8,15,8,17,5,7
2210,5,10,7,15,5,12,6,10,8,14,4,14,8,9,3,13,7,10,4,12,10,12
2220,6,13,5,9,5,11,7,13,4,12,5,10,5,10,8,16,7,13,4,9,6,10
2230,8,8,4,15,5,9,6,9,7,13,7,15,5,12,7,12,6,11,5,15,6,11
2240,2,4,8,14,6,9,1,9,11,16,3,9,7,13,7,15,6,8,8,18,4,15
2250,2,3,5,11,8,15,4,8,5,9,4,9,4,8,4,10,9,12,3,13,7,10
2260,5,6,5,12,6,12,5,9,5,9,5,10,7,14,5,11,9,15,6,12,6,14
2270,1,7,12,19,3,9,4,8,8,14,7,12,5,8,8,11,3,13,5,10,4,14
2280,4,9,7,14,4,6,3,10,10,13,3,11,6,10,5,11,10,16,6,9,6,13
2290,4,10,3,8,5,10,6,13,4,5,7,13,6,12,6,11,6,16,4,8,4,10
2300,4,8,6,10,7,11,4,12,4,6,9,13,4,12,6,11,7,16,9,11,3,9
2310,3,5,6,9,6,9,4,12,5,10,8,16,4,7,4,14,9,12,5,9,5,12
2320,6,9,5,13,5,9,5,11,5,13,9,17,3,9,8,17,5,9,5,12,7,12
2330,2,11,5,6,4,12,4,9,8,11,4,12,5,14,10,10,4,11,6,13,7,16
2340,6,11,4,10,6,11,5,13,5,8,8,12,4,12,5,12,6,11,5,10,7,16
2350,6,11,4,12,3,7,7,12,6,9,5,14,6,9,7,12,5,11,4,10,9,17
2360,6,13,7,11,3,4,7,15,5,11,3,13,11,14,5,15,6,10,8,15,7,13
2370,4,11,7,11,2,6,5,12,8,11,3,11,6,11,7,12,6,14,5,8,6,11
2380,5,11,6,8,3,7,6,10,8,17,5,10,7,16,5,9,8,10,5,16,6,12
2390,3,7,6,11,7,12,4,7,3,6,8,15,5,10,5,10,7,13,6,13,5,12
2400,3,11,5,11,4,8,6,7,6,17,5,9,6,14,6,17,7,13,4,5,7,13
2410,5,11,8,15,7,6,5,13,7,16,6,15,4,7,6,13,6,14,8,15,5,13
2420,8,10,3,12,6,10,6,17,7,12,7,12,6,14,7,11,3,10,10,17,6,10
2430,8,15,4,6,4,12,9,14,3,10,5,10,11,19,3,10,6,10,5,11,5,12
2440,5,13,10,12,2,12,8,12,2,13,5,8,9,15,8,12,5,13,4,11,6,11
2450,4,8,8,12,5,13,4,11,8,15,5,9,7,12,6,14,5,8,3,10,4,12
2460,6,11,7,16,8,9,3,10,9,16,6,11,6,8,7,19,4,7,6,15,7,14
2470,2,6,4,14,8,8,7,15,7,8,3,14,7,12,8,17,7,10,6,13,4,17
2480,5,10,5,10,7,15,5,7,6,11,5,11,7,12,6,14,7,8,3,10,9,15
2490,3,7,5,10,4,9,7,13,8,13,8,12,3,10,10,19,4,12,8,8,2,14
2500,3,4,3,11,4,7,8,16,4,10,5,12,8,12,5,16,6,7,7,15,9,11
2510,9,10,3,9,7,11,5,14,8,15,5,11,6,13,6,11,7,12,8,12,5,14
2520,5,11,3,10,7,12,8,11,4,12,9,16,2,8,8,11,7,13,6,14,4,11
2530,3,4,4,10,6,13,5,9,3,12,10,10,8,14,4,11,8,14,7,11,5,15
2540,3,5,4,9,8,11,4,14,4,8,7,13,5,12,8,9,4,13,6,7,5,8
2550,3,9,6,10,5,10,6,6,4,13,10,12,3,14,5,7,6,13,6,8,6,14
2560,2,6,4,7,6,11,5,9,3,12,7,13,6,10,5,13,5,10,9,13,3,11
2570,3,6,7,16,3,9,7,15,8,8,4,9,5,10,5,18,9,10,6,13,3,14
2580,3,6,5,16,9,13,3,8,4,11,6,14,9,12,3,10,5,11,8,16,4,9
2590,4,7,6,14,6,12,7,14,7,14,6,11,3,11,7,10,4,12,9,15,3,9
2600,7,9,4,13,7,12,5,11,5,14,6,11,7,12,7,14,8,17,3,7,9,14
2610,5,7,6,10,4,18,8,9,7,10,8,16,6,12,4,10,6,18,4,9,7,10
2620,3,7,5,6,4,13,9,19,4,5,3,13,11,10,8,15,4,12,5,9,9,18
2630,4,7,8,14,4,11,7,13,7,12,7,13,5,8,6,8,8,18,4,12,9,13
2640,4,6,7,16,7,10,5,12,5,16,6,11,6,10,8,11,3,13,6,14,8,13
2650,3,6,6,11,8,12,4,11,7,11,3,10,9,16,6,10,4,12,8,14,6,9
2660,5,6,4,12,12,17,2,7,3,8,10,18,6,13,5,9,6,8,7,15,5,12
2670,4,3,3,13,12,17,3,8,6,12,7,16,8,9,2,14,2,5,7,14,6,14
2680,5,10,7,14,5,15,4,6,13,18,3,9,4,10,9,16,7,9,2,11,7,12
2690,1,4,8,12,8,17,5,14,6,12,5,7,5,15,7,10,4,12,6,9,7,18
2700,3,9,7,11,5,15,9,14,3,12,5,9,8,12,6,10,10,16,0,10,6,13
2710,4,11,8,15,5,9,3,12,9,10,3,15,7,5,5,15,7,11,7,10,5,16
2720,4,7,6,14,7,13,3,11,5,12,9,15,8,12,6,13,2,8,8,11,4,12
2730,3,7,7,13,10,16,4,8,5,12,7,11,6,12,5,12,8,14,5,10,6,14
2740,3,7,9,11,3,12,6,12,5,8,5,12,6,12,7,11,6,14,4,9,7,11
2750,4,11,9,12,3,13,6,9,6,15,8,12,7,12,2,9,11,16,3,8,7,13
2760,3,7,10,13,6,20,8,12,3,7,10,18,7,16,4,9,8,13,7,10,2,12
2770,1,8,8,13,4,14,8,10,3,10,7,14,6,14,7,11,5,13,8,14,3,10
2780,4,8,6,15,8,10,6,14,5,13,3,8,7,13,9,19,7,10,5,12,6,13
2790,7,10,6,12,6,14,7,9,4,11,7,17,5,9,9,19,4,11,4,7,8,17
2800,4,8,11,13,4,15,6,11,6,15,7,13,6,10,6,14,10,14,2,12,8,14
2810,4,15,7,11,6,19,6,6,7,12,3,13,10,9,3,11,9,13,3,12,7,9
2820,4,9,4,12,12,15,3,12,7,11,5,12,3,10,7,14,2,4,10,17,6,11
2830,5,12,6,10,7,12,7,13,4,11,9,14,3,6,5,12,6,11,9,16,2,12
2840,3,10,10,14,3,10,4,12,8,9,8,18,4,6,6,13,9,13,6,13,7,11
2850,2,7,7,12,7,13,5,8,5,11,2,9,10,14,4,12,6,8,6,16,10,14
2860,1,6,8,16,3,4,7,15,10,14,5,11,3,5,7,18,6,11,6,10,8,15
2870,4,9,7,13,8,12,5,12,5,11,4,11,6,10,6,13,6,14,8,13,8,12
2880,1,5,3,7,10,13,5,12,4,10,7,13,7,8,3,11,7,11,10,19,3,12
2890,2,7,7,13,6,12,5,12,7,13,5,12,8,12,3,9,9,11,4,15,9,10
2900,2,5,3,9,10,14,3,13,6,9,6,13,6,13,6,9,5,11,7,13,5,10
2910,3,7,4,10,8,14,7,9,5,10,7,17,8,12,5,11,7,16,3,7,8,14
2920,2,5,6,10,5,10,9,13,8,11,5,14,7,10,7,14,4,14,5,9,6,12
2930,4,10,6,12,6,14,5,7,5,11,10,19,7,13,4,10,6,12,10,12,3,15
2940,1,4,8,12,5,9,7,13,7,10,6,15,4,8,5,14,6,11,7,13,7,10
2950,2,7,3,5,6,17,8,10,5,10,7,10,3,9,8,11,3,12,7,15,5,9
2960,3,5,7,16,7,11,6,13,5,12,7,10,7,12,4,12,3,11,7,11,5,11
2970,3,6,3,9,9,16,6,13,4,12,5,7,7,14,4,13,11,16,6,17,6,10
2980,2,7,5,11,7,14,5,11,7,10,6,17,7,11,5,13,3,7,9,14,6,14
2990,6,9,2,10,7,10,7,12,6,13,4,10,4,14,6,11,7,13,7,11,7,13
3000,6,13,6,11,5,9,6,14,6,10,6,9,5,16,9,14,4,12,7,13,7,11
3010,6,13,7,9,4,13,7,14,7,11,3,9,7,15,10,12,6,17,5,9,5,12
3020,2,7,8,12,6,13,4,8,5,12,4,13,10,13,4,15,8,9,5,15,7,14
3030,4,6,6,12,7,9,2,13,7,9,6,14,7,9,6,12,5,14,9,14,4,14
3040,4,10,7,11,3,7,3,8,7,12,9,14,6,15,3,7,6,13,10,18,4,12
3050,2,3,7,10,6,13,7,9,5,11,4,12,7,15,5,9,6,10,5,12,6,11
3060,2,6,5,9,3,9,8,9,3,10,10,11,4,13,3,11,9,14,5,13,7,13
3070,2,3,4,9,3,6,9,14,6,11,3,8,8,13,8,14,4,9,6,11,7,15
3080,4,7,2,10,4,9,2,5,7,10,9,19,4,9,7,13,8,15,6,11,7,12
3090,1,5,5,6,4,15,8,7,4,12,7,10,3,13,11,16,4,11,6,13,8,12
3100,4,9,4,8,7,12,6,13,4,11,7,12,6,10,8,12,4,13,9,17,6,17
3110,4,10,5,6,2,11,10,15,6,11,5,10,4,14,10,12,7,14,6,10,4,11
3120,4,11,7,9,3,6,6,14,9,9,5,12,7,15,7,10,6,13,5,10,8,14
3130,4,6,4,15,8,7,2,10,8,14,6,13,7,8,7,16,5,10,9,15,4,12
3140,3,8,8,11,3,12,6,10,6,12,7,13,4,11,8,16,7,13,5,8,6,9
3150,3,5,4,12,7,10,6,11,6,11,5,17,7,9,5,12,8,13,7,14,7,11
3160,6,7,6,14,3,12,9,9,7,18,5,7,5,16,9,12,7,15,4,9,8,12
3170,3,8,3,8,5,8,7,14,5,11,7,9,5,10,9,17,5,8,6,16,6,13
3180,6,12,7,15,4,6,3,8,7,14,9,14,5,12,7,10,3,9,8,11,6,20
3190,5,9,7,14,3,7,5,11,8,16,4,10,7,9,6,11,8,13,5,13,5,10
3200,7,14,7,10,4,11,6,11,6,12,5,12,7,11,8,11,5,10,6,15,6,11
3210,5,12,5,9,3,8,7,13,9,17,4,8,7,11,6,14,7,12,6,14,6,13
3220,4,9,5,12,5,14,4,9,6,7,4,15,9,10,4,14,8,15,6,14,5,10
3230,4,18,10,11,4,7,5,12,7,9,5,12,8,13,5,13,6,12,5,12,7,9
3240,4,11,9,13,2,8,4,6,5,15,8,10,4,14,8,10,4,12,8,13,8,17
3250,6,8,5,12,4,11,6,13,4,8,7,14,3,8,6,13,6,14,8,12,4,9
3260,5,12,7,11,4,12,8,10,7,14,4,11,7,19,7,11,3,10,10,12,2,12
3270,7,14,5,11,5,9,10,19,5,10,5,10,8,12,3,14,6,13,7,13,6,14
3280,5,7,7,12,6,14,4,8,6,14,8,15,6,8,8,15,5,12,3,7,4,13
3290,5,7,6,15,6,7,4,12,7,12,7,14,6,9,7,15,8,14,3,9,7,14
3300,4,9,4,11,9,15,7,10,6,13,6,10,5,12,6,12,8,12,6,15,6,8
3310,7,9,4,12,7,12,8,12,4,11,8,12,3,15,5,11,3,9,5,10,6,11
3320,5,9,6,11,7,16,7,9,4,14,5,11,9,8,3,13,10,15,3,14,7,14
3330,5,13,6,12,5,7,7,18,7,9,4,13,5,7,5,11,6,11,8,16,4,11
3340,2,9,9,11,5,15,3,6,7,14,8,15,7,9,2,9,10,16,6,11,4,11
3350,6,6,4,10,8,16,5,9,6,12,11,16,0,11,9,7,5,14,2,5,9,18
3360,3,7,9,13,4,10,9,12,3,13,7,16,7,13,7,13,7,11,5,14,11,17
3370,5,4,8,16,5,8,7,16,10,14,2,7,7,12,5,14,8,14,7,10,6,12
3380,3,10,6,14,8,13,5,11,6,10,6,13,7,10,5,14,5,16,10,11,4,12
3390,5,6,5,11,6,13,6,13,6,13,4,12,8,13,4,10,8,17,6,11,7,13
3400,5,10,3,11,6,7,4,16,10,11,3,9,7,8,6,19,7,9,4,11,7,13
3410,3,9,8,10,4,12,6,11,5,9,8,18,4,7,7,16,7,13,6,13,6,8
3420,3,8,4,12,11,11,1,10,6,10,8,14,6,11,4,11,6,13,7,15,6,12
3430,3,8,6,9,6,15,6,8,8,15,3,10,7,14,8,14,5,12,7,9,4,14
3440,5,9,1,16,10,6,6,13,4,9,4,12,6,14,7,11,3,9,8,15,7,12
3450,4,7,8,14,4,11,8,16,6,12,6,10,6,12,6,12,6,9,7,15,5,11
3460,3,9,7,15,4,5,3,10,6,12,5,15,9,10,6,17,7,13,8,9,6,13
3470,5,8,4,14,6,10,4,10,8,16,5,8,6,16,5,9,8,15,5,14,5,11
3480,4,12,8,12,4,12,6,6,4,14,7,11,6,11,2,8,6,12,6,12,7,15
3490,2,10,12,13,4,10,3,8,8,17,5,7,6,11,4,13,8,8,5,12,5,10
3500,3,10,4,11,8,15,6,9,5,13,7,16,7,13,6,7,5,14,5,9,8,17
3510,8,13,6,12,6,11,4,13,8,14,4,13,7,10,5,10,5,14,7,13,8,12
3520,6,10,7,11,2,12,7,8,5,16,6,11,7,11,7,12,7,15,4,11,9,11
3530,4,11,3,12,7,18,7,4,2,9,8,16,7,13,4,8,9,16,5,10,5,11
3540,3,7,8,11,7,8,5,15,4,9,9,15,6,11,4,13,6,11,5,13,7,11
3550,4,13,6,10,8,13,5,12,6,10,7,13,6,12,6,15,7,13,7,7,7,17
3560,2,10,9,14,3,9,6,12,7,12,7,11,5,11,5,11,3,12,8,13,5,11
3570,4,8,2,9,11,12,5,12,3,12,9,12,7,15,5,11,5,11,9,11,1,14
3580,4,11,8,12,8,15,7,12,1,10,10,13,4,8,6,10,5,13,6,11,2,11
3590,4,7,8,13,5,12,9,15,6,15,5,7,4,12,7,12,6,9,5,14,10,17
3600,4,8,7,13,4,7,6,16,7,15,7,9,5,12,7,14,5,11,4,8,9,14
3610,5,12,4,8,8,9,6,13,7,14,4,10,6,11,6,10,6,13,3,9,6,13
3620,3,6,4,8,7,15,5,5,4,13,12,18,3,12,4,6,7,11,7,17,6,13
3630,3,12,6,12,5,7,6,12,5,11,6,10,3,13,10,15,4,12,3,10,9,14
3640,4,7,6,12,7,12,5,11,5,13,6,10,5,12,4,13,11,18,7,13,4,8
3650,5,12,8,10,5,12,6,16,8,12,6,13,5,12,6,11,5,8,7,18,4,8
3660,5,11,4,6,6,15,7,12,6,11,2,7,6,14,6,10,6,15,5,12,4,5
3670,4,11,6,11,5,9,5,11,5,11,7,8,7,13,7,15,4,10,7,12,5,10
3680,2,3,4,11,10,13,5,11,4,11,5,13,8,10,5,13,6,14,7,10,4,13
3690,7,13,4,9,5,16,8,8,4,16,5,9,5,12,9,15,4,7,2,9,10,17
3700,5,12,7,11,3,13,8,11,6,13,6,13,7,14,4,7,6,13,5,14,5,12
3710,4,7,6,12,4,10,5,14,6,7,6,15,7,11,4,10,10,16,4,11,3,11
3720,1,5,6,12,9,11,2,10,8,15,7,14,6,10,7,14,9,14,5,10,6,13
